Id,Name,registryKeyPath,registrySubPath
onent16;L_SharePointpresenceintervalmultiplier,Multiplier for Presence sync interval for notebooks stored on SharePoint,NA,NA
onent16;L_SharePointsyncinterval;L_empty15,SharePoint sync interval for notebooks stored on SharePoint,software\policies\microsoft\office\16.0\onenote\options\save,sharepointsyncinterval
onent16;L_SharePointsyncinterval,SharePoint sync interval for notebooks stored on SharePoint,NA,NA
onent16;L_ShowDimmedTaggedNotesInTheTagsSummaryTaskPane,Show dimmed tagged notes in the Tags Summary task pane,software\policies\microsoft\office\16.0\onenote\options\other,showinactivenoteflag
onent16;L_ShowNoteContainers,Show Note Containers,software\policies\microsoft\office\16.0\onenote\options\other,shownotecontainers
onent16;L_ShowPasteOptionsbuttons,Show Paste Options buttons,software\policies\microsoft\office\16.0\onenote\options\other,pasteooui
onent16;L_ShowTabletPCInputPanelonOneNotepages,Show Tablet PC Input Panel on OneNote pages,software\policies\microsoft\office\16.0\onenote\options\pen,showtabletpcinputpanel
onent16;L_SpecifyCNGHashAlgorithm,Specify CNG hash algorithm,NA,NA
onent16;L_SpecifyCNGHashAlgorithm;L_SpecifyCNGHashAlgorithmDropID,Specify CNG hash algorithm,software\policies\microsoft\office\16.0\onenote\security\crypto,hashalgorithm
onent16;L_SpecifyCNGRandomNumberGeneratorAlgorithm,Specify CNG random number generator algorithm,NA,NA
onent16;L_SpecifyCNGRandomNumberGeneratorAlgorithm;L_SpecifyCNGRandomNumberGeneratorAlgorithmID,Random number generator:,software\policies\microsoft\office\16.0\onenote\security\crypto,rngalgorithm
onent16;L_SpecifyCNGSaltLength,Specify CNG salt length,NA,NA
onent16;L_SpecifyCNGSaltLength;L_SpecifyCNGSaltLengthSpinID,Number of bytes,software\policies\microsoft\office\16.0\onenote\security\crypto,saltbytes
onent16;L_SpecifyEmbeddedFileSizeLimit;L_EmbeddedFileSizeLimit,Embedded File Size Limit,software\policies\microsoft\office\16.0\onenote\general,insertedfilesdisallowembeddingsizethreshold
onent16;L_SpecifyEmbeddedFileSizeLimit,Embedded File Size Limit,NA,NA
onent16;L_SpecifyEncryptionCompatibility,Specify encryption compatibility,NA,NA
onent16;L_SpecifyEncryptionCompatibility;L_SpecifyEncryptionCompatibilityDropID,Specify encryption compatibility,software\policies\microsoft\office\16.0\onenote\security\crypto,compatmode
onent16;L_Specifynumberofbitstosamplewhenrecording;L_Bits,Bits:,software\policies\microsoft\office\16.0\onenote\options\audio,defaultbitdepth
onent16;L_Specifynumberofbitstosamplewhenrecording,Specify number of bits to sample when recording,NA,NA
onent16;L_Specifynumberofchannelstorecord;L_Channels12,Channels (1-2):,software\policies\microsoft\office\16.0\onenote\options\audio,defaultchannels
onent16;L_Specifynumberofchannelstorecord,Specify number of channels to record,NA,NA
onent16;L_Specifyratetosampleaudiobitssecond;L_BitsSecond,Bits/Second:,software\policies\microsoft\office\16.0\onenote\options\audio,defaultsamplerate
onent16;L_Specifyratetosampleaudiobitssecond,Specify rate to sample audio (bits/second),NA,NA
onent16;L_Turnoffautocalculator,Turn off auto calculator,software\policies\microsoft\office\16.0\onenote\options\editing,autocalculate
onent16;L_TurnOffLinkCreationWith,Turn off link creation with [[ ]],software\policies\microsoft\office\16.0\onenote\options\editing,wikilink
onent16;L_TurnOffNewStickyNotesInOneNote,Disable the new Sticky Notes experience,software\policies\microsoft\office\16.0\onenote\options\other,ismemorywindowdisabled
onent16;L_TurnOffOneNoteAutoLinkedNoteTaking,Turn off OneNote auto-linked note taking,software\policies\microsoft\office\16.0\onenote\options\linkednotes,autolink
onent16;L_TurnOffVersionsAndNotebookRecycleBinInSharedNotebooks,Turn off Versions and Notebook Recycle Bin in shared notebooks,software\policies\microsoft\office\16.0\onenote\options\versions,enablehistory
onent16;L_Usepenpressuresensitivity,Use pen pressure sensitivity,software\policies\microsoft\office\16.0\onenote\options\pen,inkpressure
onent16;L_UsethissignatureforOneNoteemail;L_EntersignaturetouseforOneNoteemail,Enter signature to use for OneNote e-mail,software\policies\microsoft\office\16.0\onenote\options\other,signature
onent16;L_UsethissignatureforOneNoteemail,Use this signature for OneNote email,NA,NA
onent16;L_Verticalscrollbarappearsonleft,Vertical scroll bar appears on left,software\policies\microsoft\office\16.0\onenote\options\other,vertscrollbaronleft
outlk16;DisableAccountSettingsDetectionService,Prevent Outlook from interacting with the account settings detection service,software\policies\microsoft\office\16.0\outlook\setup,disableaccountsettingsdetectionservice
outlk16;L_Accesstopublishedcalendars,Access to published calendars,software\policies\microsoft\office\16.0\outlook\options\pubcal,restrictedaccessonly
outlk16;L_Addnewcategories,Add new categories,NA,NA
outlk16;L_Addnewcategories;L_Enternewcategoriessemicolondelimited,Enter new categories (semicolon delimited),software\policies\microsoft\office\16.0\outlook\preferences,newcategories
outlk16;L_AddpeopleIemailtotheSafeSendersList,Add e-mail recipients to users' Safe Senders Lists,software\policies\microsoft\office\16.0\outlook\options\mail,junkmailtrustoutgoingrecipients
outlk16;L_AllowActiveXOneOffForms,Allow Active X One Off Forms,NA,NA
outlk16;L_AllowActiveXOneOffForms;L_empty29,Allow Active X One Off Forms,software\policies\microsoft\office\16.0\outlook\security,allowactivexoneoffforms
outlk16;L_Allowattendeestoproposenewtimesformeetingsyouorganize,Allow attendees to propose new times for meetings you organize,software\policies\microsoft\office\16.0\outlook\options\calendar,allowpropose
outlk16;L_AllowCryptoAutosave,Extend Outlook Autosave to include encrypted e-mail messages,software\policies\microsoft\office\16.0\common\mailsettings,allowautosavecryptomail
outlk16;L_AllowPrivateKeyCheck,Check for the user's private key when the user sends an encrypted email that includes the user as a recipient,software\policies\microsoft\office\16.0\outlook\security,allowprivatekeycheck
outlk16;L_AllowSelectionFloaties,Show Mini Toolbar on selection,software\policies\microsoft\office\16.0\common\toolbars\outlook,allowselectionfloaties
outlk16;L_AllowUsersToLowerAttachments,Allow users to demote attachments to Level 2,software\policies\microsoft\office\16.0\outlook\security,allowuserstolowerattachments
outlk16;L_AlwaysUseMSOAuthForAutodiscover,Autodiscover is always capable of using modern authentication,software\policies\microsoft\exchange,alwaysusemsoauthforautodiscover
outlk16;L_Applymacrosecuritysettings,Apply macro security settings to macros  add-ins and additional actions,software\policies\microsoft\office\16.0\outlook\security,donttrustinstalledfiles
outlk16;L_ArchiveIgnoreLastModifiedTime,Change the criteria that Outlook uses to archive different item types,software\policies\microsoft\office\16.0\outlook\preferences,archiveignorelastmodifiedtime
outlk16;L_AttachmentSecureTemporaryFolder,Attachment Secure Temporary Folder,NA,NA
outlk16;L_AttachmentSecureTemporaryFolder;L_EntertheSecureFolderpath,Enter the Secure Folder path,software\policies\microsoft\office\16.0\outlook\security,outlooksecuretempfolder
outlk16;L_AuthenticationwithExchangeServer,Authentication with Exchange Server,NA,NA
outlk16;L_AuthenticationwithExchangeServer;L_SelecttheauthenticationwithExchangeserver,Select the authentication with Exchange server.,software\policies\microsoft\office\16.0\outlook\security,authenticationservice
outlk16;L_AutoArchiveSettings;L_Archiveordeleteolditems,Archive or delete old items,software\policies\microsoft\office\16.0\outlook\preferences,archiveold
outlk16;L_AutoArchiveSettings,AutoArchive Settings,NA,NA
outlk16;L_AutoArchiveSettings;L_Cleanoutitemsolderthan,Clean out items older than,software\policies\microsoft\office\16.0\outlook\preferences,archiveperiod
outlk16;L_AutoArchiveSettings;L_Deleteexpireditemsemailfoldersonly,Delete expired items (e-mail folders only),software\policies\microsoft\office\16.0\outlook\preferences,deleteexpired
outlk16;L_AutoArchiveSettings;L_empty19,AutoArchive Settings,software\policies\microsoft\office\16.0\outlook\preferences,archivegranularity
outlk16;L_AutoArchiveSettings;L_Permanentlydeleteolditems,Permanently delete old items,software\policies\microsoft\office\16.0\outlook\preferences,archivedelete
outlk16;L_AutoArchiveSettings;L_PromptbeforeAutoArchiveruns,Prompt before AutoArchive runs,software\policies\microsoft\office\16.0\outlook\preferences,promptforaging
outlk16;L_AutoArchiveSettings;L_RunAutoArchiveeveryxdays,Run AutoArchive every <x> days,software\policies\microsoft\office\16.0\outlook\preferences,everydays
outlk16;L_AutoArchiveSettings;L_Showarchivefolderinfolderlist,Show archive folder in folder list,software\policies\microsoft\office\16.0\outlook\preferences,archivemount
outlk16;L_AutoArchiveSettings;L_TurnonAutoArchive,Turn on AutoArchive,software\policies\microsoft\office\16.0\outlook\preferences,doaging
outlk16;L_AutoDiscoverRedirectServers,Don’t show redirect warnings for Autodiscover for the specified HTTPS server names,,
outlk16;L_AutoDiscoverRedirectServers;L_AutoDiscoverRedirectServersList,HTTPS server names:,software\policies\microsoft\office\16.0\outlook\autodiscover\redirectservers,
outlk16;L_AutomaticallyConfigureProfileBasedOnActive,Automatically configure profile based on Active Directory Primary SMTP address,software\policies\microsoft\office\16.0\outlook\autodiscover,zeroconfigexchange
outlk16;L_AutomaticallyConfigureProfileBasedOnActiveOnce,Automatically configure profile based on Active Directory Primary SMTP address (one-time only),software\policies\microsoft\office\16.0\outlook\autodiscover,zeroconfigexchangeonce
outlk16;L_Automaticallydownloadenclosures,Automatically download enclosures,software\policies\microsoft\office\16.0\outlook\options\rss,enableattachments
outlk16;L_AutomaticallydownloadenclosuresWebCal,Automatically download attachments,software\policies\microsoft\office\16.0\outlook\options\webcal,enableattachments
outlk16;L_Autoselectencodingforoutgoingmessages,Auto-select encoding for outgoing messages,software\policies\microsoft\office\16.0\outlook\options\mshtml\international,autodetect_codepageout
outlk16;L_BlockAllUnmanagedAddins,Block all unmanaged add-ins,software\policies\microsoft\office\16.0\outlook\resiliency,restricttolist
outlk16;L_Blockexternalcontent,Display pictures and external content in HTML e-mail,software\policies\microsoft\office\16.0\outlook\options\mail,blockextcontent
outlk16;L_BlockGlobalAddressListSynchronization,Block Global Address List synchronization,software\policies\microsoft\office\outlook\socialconnector,disablecontactgalsync
outlk16;L_BlockInternet,Include Internet in Safe Zones for Automatic Picture Download,software\policies\microsoft\office\16.0\outlook\options\mail,internet
outlk16;L_BlockIntranet,Include Intranet in Safe Zones for Automatic Picture Download,software\policies\microsoft\office\16.0\outlook\options\mail,intranet
outlk16;L_BlockNetworkActivitySynchronization,Block network activity synchronization,software\policies\microsoft\office\outlook\socialconnector,disableactivitydownload
outlk16;L_BlockSocialNetworkContactSynchronization,Block social network contact synchronization,software\policies\microsoft\office\outlook\socialconnector,disablecontactdownload
outlk16;L_BlockSpecificSocialNetworkproviders,Block specific social network providers,NA,NA
outlk16;L_BlockSpecificSocialNetworkproviders;L_BlockSpecificSocialNetworkprovidersID,Separate ProgIDs with semi-colons,software\policies\microsoft\office\outlook\socialconnector,disabledproviderslist
outlk16;L_BlockTrustedZones,Block Trusted Zones,software\policies\microsoft\office\16.0\outlook\options\mail,trustedzone
outlk16;L_CachedExchangelowbandwidththreshold,Cached Exchange low bandwidth threshold,NA,NA
outlk16;L_CachedExchangelowbandwidththreshold;L_Enterthebitratekbps128k128thresholdtodetectlowbandwidth2,(0 - 1 000 000 kbps),software\policies\microsoft\office\16.0\outlook\rpc,slowbitrate
outlk16;L_CachedExchangeModeFileCachedExchangeMode,Cached Exchange Mode (File | Cached Exchange Mode),NA,NA
outlk16;L_CachedExchangeModeFileCachedExchangeMode;L_SelectCachedExchangeModefornewprofiles,Select Cached Exchange Mode for new profiles,software\policies\microsoft\office\16.0\outlook\cached mode,cachedexchangemode
outlk16;L_CachedExchangeModeSyncSlider,Cached Exchange Mode Sync Settings,NA,NA
outlk16;L_CachedExchangeModeSyncSlider;L_SelectCachedExchangeModeSyncSettings,Select Cached Exchange Mode sync settings for profiles,software\policies\microsoft\office\16.0\outlook\cached mode,syncwindowsetting
outlk16;L_CacheOthersMail,Disable shared mail folder caching,software\policies\microsoft\office\16.0\outlook\cached mode,cacheothersmail
outlk16;L_CalendarFolderHomePage,Calendar Folder Home Page,NA,NA
outlk16;L_CalendarFolderHomePage;L_showassociatedwebpage42,Show associated web page,software\policies\microsoft\office\16.0\outlook\webview\calendar,show
outlk16;L_CalendarFolderHomePage;L_turnoffinternetexplorersecuritychecksforthiswebpage44,Turn off Windows Internet Explorer security checks for this web page,software\policies\microsoft\office\16.0\outlook\webview\calendar,security
outlk16;L_CalendarFolderHomePage;L_urladdressofassociatedwebpage43,URL address of associated web page:,software\policies\microsoft\office\16.0\outlook\webview\calendar,url
outlk16;L_Calendaritemdefaults,Calendar item defaults,NA,NA
outlk16;L_Calendaritemdefaults;L_Showremindersxminutesbeforetheeventstarts,Show reminders <x> minutes before the event starts:,software\policies\microsoft\office\16.0\outlook\options\calendar,reminddefault
outlk16;L_Calendarweeknumbers,Calendar week numbers,software\policies\microsoft\office\16.0\outlook\options\calendar,weeknum
outlk16;L_Changectrlentershortcutbehavior,Change CTRL+ENTER shortcut behavior,NA,NA
outlk16;L_Changectrlentershortcutbehavior;L_ChangectrlentershortcutbehaviorID,Change CTRL+ENTER shortcut behavior,software\policies\microsoft\office\16.0\outlook\preferences,ctrlentersends
outlk16;L_ChangelimitMIMEbody,Change the limit for the number of MIME body parts,NA,NA
outlk16;L_ChangelimitMIMEbody;L_empty75,%
      ,software\policies\microsoft\office\16.0\outlook\options\mail,mimebodies
outlk16;L_Changelimitrecipients,Change the limit for the number of recipients,NA,NA
outlk16;L_Changelimitrecipients;L_empty73,Change the limit for the number of recipients,software\policies\microsoft\office\16.0\outlook\options\mail,maxnumrecipients
outlk16;L_Changethelimitforthenumberof,Change the limit for the number of nested embedded messages,NA,NA
outlk16;L_Changethelimitforthenumberof;L_empty71,Change the limit for the number of nested embedded messages,software\policies\microsoft\office\16.0\outlook\options\mail,embeddedmessagelimit
outlk16;L_ChangethelimitFriendlyName,Change the limit for the number of characters in Friendly Name,NA,NA
outlk16;L_ChangethelimitFriendlyName;L_empty72,Change the limit for the number of characters in Friendly Name,software\policies\microsoft\office\16.0\outlook\options\mail,friendlynamelimit
outlk16;L_ChangethelimitMIMEheaders,Change the limit for the number of MIME headers,NA,NA
outlk16;L_ChangethelimitMIMEheaders;L_empty74,Change the limit for the number of MIME headers,software\policies\microsoft\office\16.0\outlook\options\mail,mimeheaders
outlk16;L_CheckForgottenAttachments,Attachment Reminder Options,software\policies\microsoft\office\16.0\common\mailsettings,checkforgottenattachments
outlk16;L_ConfigureAddInTrustLevel,Configure Add-In Trust Level,NA,NA
outlk16;L_ConfigureAddInTrustLevel;L_empty28,Configure Add-In Trust Level,software\policies\microsoft\office\16.0\outlook\security,addintrust
outlk16;L_ConfigureCachedExchangeMode,Use Cached Exchange Mode for new and existing Outlook profiles,software\policies\microsoft\office\16.0\outlook\cached mode,enable
outlk16;L_ConfigureCrossFolderContentInConversationView,Configure Cross Folder Content in conversation view,NA,NA
outlk16;L_ConfigureCrossFolderContentInConversationView;L_ConfigureCrossFolderContentInConversationViewDropID,Configure Cross Folder Content in conversation view,software\policies\microsoft\office\16.0\outlook\options\conversations,crossfoldercontent
outlk16;L_ConfigureFastShutdownBehaviorForAddIns,Configure fast shutdown behavior for add-ins,software\policies\microsoft\office\16.0\outlook\options\shutdown,addinfastshutdownbehavior
outlk16;L_ConfigureFastShutdownBehavior,Configure fast shutdown behavior,NA,NA
outlk16;L_ConfigureFastShutdownBehavior;L_ConfigureFastShutdownBehaviorDropID,Configure fast shutdown behavior,software\policies\microsoft\office\16.0\outlook\options\shutdown,fastshutdownbehavior
outlk16;L_ContactsFolderHomePage,Contacts Folder Home Page,NA,NA
outlk16;L_ContactsFolderHomePage;L_showassociatedwebpage45,Show associated web page,software\policies\microsoft\office\16.0\outlook\webview\contacts,show
outlk16;L_ContactsFolderHomePage;L_turnoffinternetexplorersecuritychecksforthiswebpage47,Turn off Windows Internet Explorer security checks for this web page,software\policies\microsoft\office\16.0\outlook\webview\contacts,security
outlk16;L_ContactsFolderHomePage;L_urladdressofassociatedwebpage46,URL address of associated web page:,software\policies\microsoft\office\16.0\outlook\webview\contacts,url
outlk16;L_ControlCalendarSharing,Control Calendar Sharing,NA,NA
outlk16;L_ControlCalendarSharing;L_controlcalendarsharing5,Control Calendar Sharing,software\policies\microsoft\office\16.0\outlook\options\calendar,payloadcalendardetailspolicy
outlk16;L_DefaultlocationforOSTfiles,Default location for OST files,NA,NA
outlk16;L_DefaultlocationforOSTfiles;L_DefaultlocationforOSTfilesPart,Default location for OST files,software\policies\microsoft\office\16.0\outlook,forceostpath
outlk16;L_DefaultlocationforPSTfiles,Default location for PST files,NA,NA
outlk16;L_DefaultlocationforPSTfiles;L_defaultlocationforpstfiles79,Default location for PST files,software\policies\microsoft\office\16.0\outlook,forcepstpath
outlk16;L_DefaultRecurrenceDuration,Specify total number of days in a recurring meeting or appointment,NA,NA
outlk16;L_DefaultRecurrenceDuration;L_DefaultRecurrenceDurationSpinID,End recurrence after x days,software\policies\microsoft\office\16.0\outlook\options\calendar,recurrencesdefault
outlk16;L_DefaultRSSfeeds,Default RSS Feeds,NA,NA
outlk16;L_DefaultRSSfeeds;L_DefaultRSSSubscriptionsPart,List of default RSS Feeds,software\policies\microsoft\office\16.0\outlook\options\accounts,
outlk16;L_DefaultserversanddataforMeetingWorkspaces;L_DefaultServer,Default server:,software\policies\microsoft\office\16.0\meetings\profile,mruinternal
outlk16;L_DefaultserversanddataforMeetingWorkspaces,Default servers and data for Meeting Workspaces,NA,NA
outlk16;L_DefaultSharePointlists,Default SharePoint lists,NA,NA
outlk16;L_DefaultSharePointlists;L_empty35,Default SharePoint lists,software\policies\microsoft\office\16.0\outlook\options\accounts,
outlk16;L_DefaultWebCalsubscriptions,Default Internet Calendar subscriptions,NA,NA
outlk16;L_DefaultWebCalsubscriptions;L_empty32,Default Internet Calendar subscriptions,software\policies\microsoft\office\16.0\outlook\options\accounts,
outlk16;L_DefinecustomlabelforSharePointstore,Define custom label for SharePoint store,NA,NA
outlk16;L_DefinecustomlabelforSharePointstore;L_DefinecustomlabelforSharePointstorePart,Enter custom label for SharePoint store:,software\policies\microsoft\office\common\offline\options,name
outlk16;L_DelegateSentItemsStyle,Saving messages sent from a shared mailbox to the Sent Items folder,software\policies\microsoft\office\16.0\outlook\preferences,delegatesentitemsstyle
outlk16;L_DeletedItemsFolderHomePage,Deleted Items Folder Home Page,NA,NA
outlk16;L_DeletedItemsFolderHomePage;L_showassociatedwebpage48,Show associated web page,software\policies\microsoft\office\16.0\outlook\webview\deleted items,show
outlk16;L_DeletedItemsFolderHomePage;L_turnoffinternetexplorersecuritychecksforthiswebpage50,Turn off Windows Internet Explorer security checks for this web page,software\policies\microsoft\office\16.0\outlook\webview\deleted items,security
outlk16;L_DeletedItemsFolderHomePage;L_urladdressofassociatedwebpage49,URL address of associated web page:,software\policies\microsoft\office\16.0\outlook\webview\deleted items,url
outlk16;L_DetermineOrderOfSourcesForPhotos,Determine order of sources for photos,software\policies\microsoft\office\16.0\outlook,preferadphotos
outlk16;L_DisableAddinLogging,Disable Windows event logging for Outlook add-ins,software\policies\microsoft\office\16.0\outlook\options\logging,disableaddinlogging
outlk16;L_DisableAdminNotifications,Disable Outlook tenant admin notifications,software\policies\microsoft\office\16.0\outlook\options\general,disableadminnotifications
outlk16;L_DisableAttachmentPreviewing,Do not allow attachment previewing in Outlook,software\policies\microsoft\office\16.0\outlook\preferences,disableattachmentpreviewing
outlk16;L_DisableAutoPreview,Disable AutoPreview,software\policies\microsoft\office\16.0\outlook\preferences,disableautopreview
outlk16;L_DisableCalendarSearchAgendaView,Do not allow Calendar search agenda view,software\policies\microsoft\office\16.0\outlook\options\calendar,disablecalendarsearchagendaview
outlk16;L_Disablechangingfolderpermissions,Do not allow users to change permissions on folders,software\policies\microsoft\office\16.0\outlook\options\folders,disableeditpermissions
outlk16;L_disablecommandbar38,Disable command bar buttons and menu items,NA,NA
outlk16;L_disablecommandbar38;L_EnteracommandbarIDtodisable,Enter a command bar ID to disable,software\policies\microsoft\office\16.0\outlook\disabledcmdbaritemslist,
outlk16;L_DisableComToWebAddinUpgrade,Disable web add-in installation on migration to new Outlook for Windows,software\policies\microsoft\office\16.0\outlook\addins,disablecomtowebupgrade
outlk16;L_DisableContinuebuttononallEncryptionwarningdialogs,Do not provide Continue option on Encryption warning dialog boxes,software\policies\microsoft\office\16.0\outlook\security,disablecontinueencryption
outlk16;L_DisableCrashNotificationOnRestart,Disable the Outlook crash notification when Outlook restarts.,software\policies\microsoft\office\16.0\outlook\options\general,disablecrashnotificationonrestart
outlk16;L_Disabledistributionlistexpansion,Do not expand Contact Groups,software\policies\microsoft\office\16.0\outlook\options\mail,disabledlexpansion
outlk16;L_DisableEditDefaultUserPermissions,Limit which permissions can be assigned to Default  Anonymous  or My Organization on mail folders and calendars,software\policies\microsoft\office\16.0\outlook\options\folders,disableeditdefaultuserpermissions
outlk16;L_DisableExchangeConsumerAccounts,Prevent personal Microsoft accounts from using MAPI,software\policies\microsoft\office\16.0\outlook,disableexchangeconsumeraccounts
outlk16;L_DisableFileArchive,Disable File|Archive,software\policies\microsoft\office\16.0\outlook\preferences,disablemanualarchive
outlk16;L_DisableFolderHomePages,Do not allow Home Page URL to be set in folder Properties,software\policies\microsoft\office\16.0\outlook\webview,disable
outlk16;L_Disablefolderhomepagesforfoldersinnondefaultstores,Do not allow folders in non-default stores to be set as folder home pages,software\policies\microsoft\office\16.0\outlook\security,nondefaultstorescript
outlk16;L_Disableformregions,Configure form regions permissions,NA,NA
outlk16;L_Disableformregions;L_DisableformregionsPart,Configure form regions permissions:,software\policies\microsoft\office\16.0\outlook\addins,disableformregions
outlk16;L_DisableGuessSmart,Disable GuessSmart in Outlook.,software\policies\microsoft\office\16.0\outlook\setup,disableguesssmart
outlk16;L_Disablehithighlighting,Do not display hit highlights in search results,software\policies\microsoft\office\16.0\outlook\search,disablehithighlighting
outlk16;L_DisableHybridSearch,Disable Hybrid Searching,software\policies\microsoft\office\16.0\outlook\search,disablehybrid
outlk16;L_DisableInfoPathpropertiespromotioninOutlook,Do not promote InfoPath forms properties into Outlook properties,software\policies\microsoft\office\16.0\outlook\options\infopath,msoriddisableinfopathpropertypromotion
outlk16;L_Disableinstallationprompts,Prevent installation prompts when Windows Desktop Search component is not present,software\policies\microsoft\office\16.0\outlook\search,disabledownloadsearchprompt
outlk16;L_DisableInternationalizedDomainNamesIDNinOutlook,Disable Internationalized Domain Names (IDN) in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,disableidn
outlk16;L_DisableMailTips,Disable Mail Tips,software\policies\microsoft\office\16.0\outlook\options\mail,disablemailtips
outlk16;L_Disablemeetingregeneration,Do not regenerate meetings,software\policies\microsoft\office\16.0\outlook\options\calendar,disablemeetingregeneration
outlk16;L_DisableNoEndDate,Disable the "No end date" option for recurring items,software\policies\microsoft\office\16.0\outlook\preferences,disablerecurnoend
outlk16;L_DisableOffice365SimplifiedAccountCreation,Prevent Office 365 E-mail accounts from being configured within a simplified Interface,software\policies\microsoft\office\16.0\outlook\setup,disableoffice365simplifiedaccountcreation
outlk16;L_DisableOnlineModeAuthDiagnostics,Disable online mode for Get Diagnostics.,software\policies\microsoft\office\16.0\outlook\options\general,disableonlinemodeauthdiagnostics
outlk16;L_DisableOutlookFeedbackFeatures,Disable Outlook features in the Feedback tab under the File menu in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,disableoutlookfeedbackfeatures
outlk16;L_DisableOutlookMobileHyperlink,Disable Outlook Mobile Hyperlink,software\policies\microsoft\office\16.0\outlook\options\general,disableoutlookmobilehyperlink
outlk16;L_DisableOutlookobjectmodelscripts,Do not allow Outlook object model scripts to run for shared folders,software\policies\microsoft\office\16.0\outlook\security,sharedfolderscript
outlk16;L_DisableOutlookobjectmodelscriptsforpublicfolders,Do not allow Outlook object model scripts to run for public folders,software\policies\microsoft\office\16.0\outlook\security,publicfolderscript
outlk16;L_DisablePreviewPlace,Disable Preview Place,software\policies\microsoft\office\16.0\outlook\options\general,disablepreviewplace
outlk16;L_DisablePublishtoGALbutton,Do not display 'Publish to GAL' button,software\policies\microsoft\office\16.0\outlook\security,publishtogaldisabled
outlk16;L_Disablereadingpane,Do not display the reading pane,software\policies\microsoft\office\16.0\outlook\options,disablereadingpane
outlk16;L_DisableReadingPaneCompose,Disable Reading Pane Compose,software\policies\microsoft\office\16.0\outlook\message,disablereadingpanecompose
outlk16;L_DisableRememberPasswordcheckboxforInternetEmailsettingsdialo,Disable 'Remember password' for Internet e-mail accounts,software\policies\microsoft\office\16.0\outlook\security,enablerememberpwd
outlk16;L_DisableroamingofInternetCalendars,Disable roaming of Internet Calendars,software\policies\microsoft\office\16.0\outlook\options\webcal,disableroaming
outlk16;L_DisableRoamingofRSSSubscriptions,Do not roam users' RSS Feeds,software\policies\microsoft\office\16.0\outlook\options\rss,disableroaming
outlk16;L_DisableRoamingofSharePointlists,Do not roam users' SharePoint lists,software\policies\microsoft\office\16.0\outlook\options\wss,disableroaming
outlk16;L_DisableRoamingSettings,Disable roaming settings in Outlook,software\policies\microsoft\office\16.0\outlook\setup,disableroamingsettings
outlk16;L_DisableRpcTransportFallback,Disable connection fallback between protocols,software\policies\microsoft\office\16.0\outlook\rpc,disablerpctcpfallback
outlk16;L_DisableSharepointintegrationinOutlook,Do not allow Sharepoint-Outlook integration,software\policies\microsoft\office\16.0\outlook\options\wss,disable
outlk16;L_disableshortcutkeys39,Disable shortcut keys,NA,NA
outlk16;L_disableshortcutkeys39;L_Enterakeyandmodifiertodisable,Enter a key and modifier to disable,software\policies\microsoft\office\16.0\outlook\disabledshortcutkeyslist,
outlk16;L_DisableSignatures,Do not allow signatures for e-mail messages,software\policies\microsoft\office\16.0\common\mailsettings,disablesignatures
outlk16;L_DisableSimpleMapiSendWithoutOutlook,Running Outlook for Simple MAPI Mail Sending,software\policies\microsoft\office\16.0\outlook\options\mail,disablesimplemapisendwithoutoutlook
outlk16;L_DisableSupportBackstage,Disable the Support tab under the File menu in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,disablesupportbackstage
outlk16;L_DisableSupportDiagnostics,Disable support diagnostics in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,disablesupportdiagnostics
outlk16;L_DisableSupportTicketCreationInOutlook,Disable support ticket creation in Outlook,software\policies\microsoft\office\16.0\outlook\options\general,disablesupportticketcreationinoutlook
outlk16;L_Disableuserentriestoserverlist;L_Checktodisableusersfromaddingentriestoserverlist,Check to disable users from adding entries to server list,software\policies\microsoft\office\16.0\meetings\profile,serverui
outlk16;L_Disableuserentriestoserverlist,Disable user entries to server list,NA,NA
outlk16;L_DisableVLVBrowsingonLDAPservers,Disable VLV Browsing on LDAP servers,software\policies\microsoft\office\16.0\outlook\ldap,disablevlvbrowsing
outlk16;L_DisableWeather,Disable Weather Bar,software\policies\microsoft\office\16.0\outlook\options\calendar,disableweather
outlk16;L_DisableWebCalIntegration,Do not include Internet Calendar integration in Outlook,software\policies\microsoft\office\16.0\outlook\options\webcal,disable
outlk16;L_DisableWindowsFriendlyLogonMailQuery,Do not show unread message count on Windows Welcome screen,software\policies\microsoft\office\16.0\outlook,dontupdatefriendlylogon
outlk16;L_DisallowDownloadFullItemsFileCachedExchangeMode,Disallow Download Full Items,software\policies\microsoft\office\16.0\outlook\cached mode,nofullitems
outlk16;L_DisallowDownloadHeadersFileCachedExchangeMode,Disallow Download Headers,software\policies\microsoft\office\16.0\outlook\cached mode,noheaders
outlk16;L_DisallowDownloadHeadersthenFullItemsFileCachedExchangeMode,Disallow Download Headers then Full Items,software\policies\microsoft\office\16.0\outlook\cached mode,nodrizzle
outlk16;L_DisallowOnSlowConnectionsOnlyDownloadHeadersFileCachedExchan,Disallow On Slow Connections Only Download Headers,software\policies\microsoft\office\16.0\outlook\cached mode,noslowheaders
outlk16;L_DisplayDeveloperTab,Display Developer tab in the Ribbon,software\policies\microsoft\office\16.0\outlook\options,developertools
