Id,Name,registryKeyPath,registrySubPath
office16;L_AgeOutPolicyLocalVersioning;L_AgeOutPolicyLocalVersioningDecimal,Number of days,software\policies\microsoft\office\16.0\common\fileio,ageoutpolicylocalversioning
office16;L_AgeOutPolicy,Age out documents older than n days,NA,NA
office16;L_AgeOutPolicy;L_AgeOutPolicyDecimal,Number of days,software\policies\microsoft\office\16.0\common\fileio,ageoutpolicy
office16;L_AIPException,Use the Azure Information Protection add-in for sensitivity labeling,software\policies\microsoft\office\16.0\common\security\labels,aipexception
office16;L_Albanian,Albanian,software\policies\microsoft\office\16.0\common\languageresources\enabledlanguages,sq-al
office16;L_AllowaccenteduppercaseinFrench,Allow accented uppercase in French,software\policies\microsoft\shared tools\proofing tools\1.0\office,enforceaccenteduppercase
office16;L_AllowedExtensions,Allow file extensions for OLE embedding,NA,NA
office16;L_AllowedExtensions;L_allowedextensionsole,File extensions:,software\policies\microsoft\office\common\security,allowedextensions
office16;L_AllowedHateContentGeneralMachine,Allowed severity of hate content in general for the computer.,NA,NA
office16;L_AllowedHateContentGeneralMachine;L_AllowedHateContentGeneralMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\general,allowedhatecontent
office16;L_AllowedHateContentGeneralUser,Allowed severity of hate content in general for the user.,NA,NA
office16;L_AllowedHateContentGeneralUser;L_AllowedHateContentGeneralUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\general,allowedhatecontent
office16;L_AllowedHateContentSpecificAlternativeTextMachine,Allowed severity of hate content to and from the Alternative Text scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificAlternativeTextMachine;L_AllowedHateContentSpecificAlternativeTextMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\alternativetext,allowedhatecontent
office16;L_AllowedHateContentSpecificAlternativeTextUser,Allowed severity of hate content to and from the Alternative Text scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificAlternativeTextUser;L_AllowedHateContentSpecificAlternativeTextUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\alternativetext,allowedhatecontent
office16;L_AllowedHateContentSpecificImageQuestionAndAnsweringMachine,Allowed severity of hate content to and from the Image Question and Answering scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificImageQuestionAndAnsweringMachine;L_AllowedHateContentSpecificImageQuestionAndAnsweringMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\imagequestionandanswering,allowedhatecontent
office16;L_AllowedHateContentSpecificImageQuestionAndAnsweringUser,Allowed severity of hate content to and from the Image Question and Answering scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificImageQuestionAndAnsweringUser;L_AllowedHateContentSpecificImageQuestionAndAnsweringUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\imagequestionandanswering,allowedhatecontent
office16;L_AllowedHateContentSpecificPromptAssistanceMachine,Allowed severity of hate content to and from the Prompt Assistance scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificPromptAssistanceMachine;L_AllowedHateContentSpecificPromptAssistanceMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\promptassistance,allowedhatecontent
office16;L_AllowedHateContentSpecificPromptAssistanceUser,Allowed severity of hate content to and from the Prompt Assistance scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificPromptAssistanceUser;L_AllowedHateContentSpecificPromptAssistanceUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\promptassistance,allowedhatecontent
office16;L_AllowedHateContentSpecificRewriteMachine,Allowed severity of hate content to and from the Rewrite scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificRewriteMachine;L_AllowedHateContentSpecificRewriteMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\rewrite,allowedhatecontent
office16;L_AllowedHateContentSpecificRewriteUser,Allowed severity of hate content to and from the Rewrite scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificRewriteUser;L_AllowedHateContentSpecificRewriteUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\rewrite,allowedhatecontent
office16;L_AllowedHateContentSpecificSummarizationMachine,Allowed severity of hate content to and from the Summarization scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificSummarizationMachine;L_AllowedHateContentSpecificSummarizationMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarization,allowedhatecontent
office16;L_AllowedHateContentSpecificSummarizationUser,Allowed severity of hate content to and from the Summarization scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificSummarizationUser;L_AllowedHateContentSpecificSummarizationUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarization,allowedhatecontent
office16;L_AllowedHateContentSpecificSummarizationWithReferencesMachine,Allowed severity of hate content to and from the Summarization with References scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificSummarizationWithReferencesMachine;L_AllowedHateContentSpecificSummarizationWithReferencesMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarizationwithreferences,allowedhatecontent
office16;L_AllowedHateContentSpecificSummarizationWithReferencesUser,Allowed severity of hate content to and from the Summarization with References scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificSummarizationWithReferencesUser;L_AllowedHateContentSpecificSummarizationWithReferencesUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarizationwithreferences,allowedhatecontent
office16;L_AllowedHateContentSpecificTextToTableMachine,Allowed severity of hate content to and from the Text to Table scenario for the computer.,NA,NA
office16;L_AllowedHateContentSpecificTextToTableMachine;L_AllowedHateContentSpecificTextToTableMachineDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\texttotable,allowedhatecontent
office16;L_AllowedHateContentSpecificTextToTableUser,Allowed severity of hate content to and from the Text to Table scenario for the user.,NA,NA
office16;L_AllowedHateContentSpecificTextToTableUser;L_AllowedHateContentSpecificTextToTableUserDecimal,Allowed severity of hate content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\texttotable,allowedhatecontent
office16;L_AllowedSelfHarmContentGeneralMachine,Allowed severity of self-harm content in general for the computer.,NA,NA
office16;L_AllowedSelfHarmContentGeneralMachine;L_AllowedSelfHarmContentGeneralMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\general,allowedselfharmcontent
office16;L_AllowedSelfHarmContentGeneralUser,Allowed severity of self-harm content in general for the user.,NA,NA
office16;L_AllowedSelfHarmContentGeneralUser;L_AllowedSelfHarmContentGeneralUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\general,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificAlternativeTextMachine,Allowed severity of self-harm content to and from the Alternative Text scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificAlternativeTextMachine;L_AllowedSelfHarmContentSpecificAlternativeTextMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\alternativetext,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificAlternativeTextUser,Allowed severity of self-harm content to and from the Alternative Text scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificAlternativeTextUser;L_AllowedSelfHarmContentSpecificAlternativeTextUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\alternativetext,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringMachine,Allowed severity of self-harm content to and from the Image Question and Answering scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringMachine;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\imagequestionandanswering,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringUser,Allowed severity of self-harm content to and from the Image Question and Answering scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringUser;L_AllowedSelfHarmContentSpecificImageQuestionAndAnsweringUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\imagequestionandanswering,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificPromptAssistanceMachine,Allowed severity of self-harm content to and from the Prompt Assistance scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificPromptAssistanceMachine;L_AllowedSelfHarmContentSpecificPromptAssistanceMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\promptassistance,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificPromptAssistanceUser,Allowed severity of self-harm content to and from the Prompt Assistance scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificPromptAssistanceUser;L_AllowedSelfHarmContentSpecificPromptAssistanceUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\promptassistance,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificRewriteMachine,Allowed severity of self-harm content to and from the Rewrite scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificRewriteMachine;L_AllowedSelfHarmContentSpecificRewriteMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\rewrite,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificRewriteUser,Allowed severity of self-harm content to and from the Rewrite scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificRewriteUser;L_AllowedSelfHarmContentSpecificRewriteUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\rewrite,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificSummarizationMachine,Allowed severity of self-harm content to and from the Summarization scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificSummarizationMachine;L_AllowedSelfHarmContentSpecificSummarizationMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarization,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificSummarizationUser,Allowed severity of self-harm content to and from the Summarization scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificSummarizationUser;L_AllowedSelfHarmContentSpecificSummarizationUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarization,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesMachine,Allowed severity of self-harm content to and from the Summarization with References scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesMachine;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarizationwithreferences,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesUser,Allowed severity of self-harm content to and from the Summarization with References scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesUser;L_AllowedSelfHarmContentSpecificSummarizationWithReferencesUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\summarizationwithreferences,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificTextToTableMachine,Allowed severity of self-harm content to and from the Text to Table scenario for the computer.,NA,NA
office16;L_AllowedSelfHarmContentSpecificTextToTableMachine;L_AllowedSelfHarmContentSpecificTextToTableMachineDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\texttotable,allowedselfharmcontent
office16;L_AllowedSelfHarmContentSpecificTextToTableUser,Allowed severity of self-harm content to and from the Text to Table scenario for the user.,NA,NA
office16;L_AllowedSelfHarmContentSpecificTextToTableUser;L_AllowedSelfHarmContentSpecificTextToTableUserDecimal,Allowed severity of self-harm content,software\policies\microsoft\office\16.0\common\ai\contentsafety\specific\texttotable,allowedselfharmcontent
